GPSTime,ISSLat(deg),ISSLon(deg),ISSAlt(m),RadiusLocalCurv(m),VectorPerigeeLat(deg),VectorPerigeeLon(deg),VectorPerigeeAlt(m),beta(rad)
1371332741.700337,-51.38822576,-5.30713261,436365.21543,6391360.292544788,-52.814937959575545,-36.90481033042482,51415.99641397807,1.2163216114906966e-05
1371332741.701285,-51.38821747,-5.30703815,436365.21045,6391360.296214204,-52.81494815206941,-36.904816788378525,51413.577150928526,1.1986660980567606e-05
1371332741.702291,-51.38820883,-5.30693983,436365.20525999996,6391360.300037841,-52.81495876925929,-36.90482359271368,51411.057077366575,1.1497960862155417e-05
1371332741.70327,-51.38820054,-5.3068455,436365.20028,6391360.303707701,-52.81496896176915,-36.90483018019222,51408.637799282136,1.2637525324584623e-05
1371332741.704302,-51.38819155,-5.30674318,436365.19489,6391360.307684768,-52.81498000366406,-36.90483719721192,51406.016906299104,1.2067832708033539e-05
1371332741.705241,-51.38818361,-5.30665278,436365.19011,6391360.311200371,-52.81498977150164,-36.904843513528135,51403.69841686571,1.2103288378707435e-05
1371332741.706188,-51.38817531,-5.30655832,436365.18513,6391360.314872364,-52.81499996403449,-36.90484996731851,51401.27911642837,1.3011061427045784e-05
1371332741.707143,-51.38816737,-5.30646799,436365.18036,6391360.318388313,-52.81500973188693,-36.904856350491514,51398.96061314623,1.3099971286428872e-05
1371332741.708158,-51.38815838,-5.3063656,436365.17496,6391360.322365091,-52.81502077381488,-36.90486329649451,51396.33968829637,1.3633189220838142e-05
1371332741.708983,-51.38815147,-5.30628703,436365.17081,6391360.32542376,-52.81502926761175,-36.904868824374546,51394.32358641816,1.139658149343995e-05
1371332741.710015,-51.38814249,-5.30618472,436365.16540999996,6391360.32939867,-52.81504030955556,-36.90487584141181,51391.702646314945,1.3093731477837516e-05
1371332741.711012,-51.38813385,-5.30608636,436365.16022,6391360.333221879,-52.815050926818365,-36.9048826081729,51389.18250338089,1.5273056815655026e-05
1371332741.712072,-51.38812487,-5.30598416,436365.15483,6391360.337196832,-52.81506196878012,-36.90488974220324,51386.561546331446,1.1906236378645362e-05
1371332741.712995,-51.38811692,-5.3058937,436365.15005,6391360.340714861,-52.81507173667711,-36.9048959916916,51384.24300016231,1.338291061252298e-05
1371332741.714075,-51.38810759,-5.30578748,436365.14445,6391360.344843381,-52.8150832033478,-36.90490331333967,51381.52121994595,1.255421724001056e-05
1371332741.71502,-51.38809964,-5.30569711,436365.13967,6391360.348361607,-52.81509297126035,-36.904909654755045,51379.20265908356,1.1943884778397563e-05
1371332741.715976,-51.38809135,-5.30560268,436365.13469,6391360.352030681,-52.81510316387179,-36.904916146178664,51376.783284055186,1.337193094958849e-05
1371332741.716918,-51.3880834,-5.30551229,436365.12992000004,6391360.355548477,-52.81511293179917,-36.90492247506569,51374.464709321735,1.2938497330978173e-05
1371332741.717921,-51.38807476,-5.30541396,436365.12473,6391360.359371855,-52.81512354911869,-36.90492926691576,51371.944511827955,1.3387132785538823e-05
1371332741.718869,-51.38806647,-5.3053195,436365.11975,6391360.363040909,-52.8151337417536,-36.9049357249246,51369.52511467211,1.1441170173631945e-05
1371332741.719798,-51.38805852,-5.30522906,436365.11497,6391360.366558658,-52.815143509702764,-36.90494199950331,51367.20651881133,1.1862201268040106e-05
1371332741.720724,-51.38805057,-5.30513861,436365.1102,6391360.370076458,-52.81515327765865,-36.904948261550544,51364.88791624465,1.2216602129694866e-05
1371332741.721758,-51.38804159,-5.3050363,436365.1048,6391360.374050748,-52.81516431970489,-36.904955286986535,51362.26687902316,1.2289924180852486e-05
1371332741.722776,-51.38803295,-5.30493803,436365.09961000003,6391360.377874118,-52.81517493706546,-36.90496214152347,51359.74664281323,1.2972240459542828e-05
1371332741.723756,-51.38802465,-5.3048437,436365.09463,6391360.381545874,-52.81518512973921,-36.904968733246335,51357.32720857064,1.473222333870379e-05
1371332741.724688,-51.38801636,-5.30474917,436365.08965000004,6391360.385214424,-52.81519532242064,-36.90497512442397,51354.907766929704,1.4033545328169009e-05
1371332741.725722,-51.38800772,-5.30465097,436365.08446,6391360.3890381185,-52.815205939805466,-36.90498204581979,51352.38750743892,1.2379406418346076e-05
1371332741.72669,-51.38799942,-5.30455659,436365.07948,6391360.39270964,-52.81521613250295,-36.904988587416824,51349.96805076108,1.3150248655402607e-05
1371332741.727727,-51.38799044,-5.3044543,436365.07408,6391360.396684188,-52.81522717460019,-36.90499562540214,51347.346964437034,1.229336368692824e-05
1371332741.728653,-51.38798249,-5.30436385,436365.06930000003,6391360.400201835,-52.81523694261751,-36.90500188747495,51345.0283038606,1.2970837603439749e-05
1371332741.729657,-51.38797385,-5.30426552,436365.06412,6391360.404024782,-52.81524756003498,-36.90500868354036,51342.50801305415,1.4022343921780692e-05
1371332741.730567,-51.3879659,-5.304175,436365.05934000004,6391360.407542004,-52.815257328066416,-36.90501487876929,51340.189338438344,1.2750235373053382e-05
1371332741.73151,-51.38795795,-5.30408462,436365.05457,6391360.411059799,-52.81526709610567,-36.905021211877056,51337.87065700718,1.236783134384764e-05
1371332741.732437,-51.38795,-5.30399417,436365.04979,6391360.414577191,-52.81527686415167,-36.905027478138095,51335.55196883874,1.2600645216554135e-05
1371332741.733465,-51.38794102,-5.30389184,436365.04439,6391360.418551368,-52.81528790629906,-36.90503447854206,51332.930834939696,1.1644775231803425e-05
1371332741.734366,-51.38793341,-5.30380539,436365.03983,6391360.42191777,-52.815297249661526,-36.905040532126975,51330.71294570282,1.217365588668955e-05
1371332741.735409,-51.38792443,-5.30370312,436365.03443,6391360.425892,-52.81530829182574,-36.90504759520843,51328.091795857224,1.1810163067519623e-05
1371332741.736465,-51.38791544,-5.30360091,436365.02903000003,6391360.429869163,-52.81531933399906,-36.90505471261025,51325.4706373675,1.3074747205954214e-05
1371332741.73743,-51.38790715,-5.30350652,436365.02405,6391360.43353804,-52.815329526782165,-36.905061241703436,51323.0510988262,1.2427443900446182e-05
1371332741.738361,-51.3878992,-5.30341609,436365.01927,6391360.437055529,-52.815339294873475,-36.905067524694914,51320.732367449076,1.1933100743166524e-05
1371332741.739394,-51.38789021,-5.30331378,436365.01388,6391360.441032101,-52.81535033707217,-36.90507454601038,51318.111184693604,1.259850344225878e-05
1371332741.740344,-51.38788191,-5.30321933,436365.00889,6391360.444703318,-52.815360529878646,-36.90508101244194,51315.69162375965,1.2778300334272133e-05
1371332741.741338,-51.38787362,-5.30312506,436365.00390999997,6391360.4483724935,-52.81537072269376,-36.9050876627154,51313.27205538195,1.4266548978484805e-05
1371332741.742262,-51.38786567,-5.3030346,436364.99914,6391360.4518897645,-52.815380490814405,-36.90509391646992,51310.953295562256,1.3104939647231508e-05
1371332741.743292,-51.38785668,-5.30293228,436364.99374,6391360.455866325,-52.815391533047176,-36.90510092526449,51308.33208053548,1.1908590686120014e-05
1371332741.744268,-51.38784839,-5.30283793,436364.98876000004,6391360.459534949,-52.81540172588507,-36.90510750033877,51305.91248984217,1.2730512650649745e-05
1371332741.745212,-51.38784009,-5.30274345,436364.98377,6391360.463205745,-52.81541191873073,-36.90511394171722,51303.49289175547,1.3042332770601335e-05
1371332741.74615,-51.38783214,-5.30265305,436364.979,6391360.466723217,-52.81542168688204,-36.90512025397908,51301.17410332793,1.3936004462398099e-05
1371332741.747068,-51.38782419,-5.30256257,436364.97422000003,6391360.470240543,-52.81543145504024,-36.90512648268151,51298.85530814984,1.2211754318502015e-05
1371332741.748108,-51.3878152,-5.30246029,436364.96882,6391360.47421706,-52.815442497314365,-36.90513353327174,51296.234053320426,1.402628615407927e-05
1371332741.749019,-51.3878076,-5.30237388,436364.96426000004,6391360.477580757,-52.81545184078459,-36.90513962867982,51294.01606168859,1.2430541762884277e-05
1371332741.750023,-51.38779895,-5.30227555,436364.95907,6391360.481405764,-52.81546245837174,-36.905146424811505,51291.495609175465,1.2993876355869738e-05
1371332741.751002,-51.38779031,-5.30217712,436364.95387,6391360.485228091,-52.81547307596776,-36.90515311649801,51288.97514859438,1.365671219527431e-05
1371332741.751976,-51.38778202,-5.30208276,436364.94889,6391360.488896448,-52.81548326886773,-36.905159683240925,51286.55549896585,1.3640142551248712e-05
1371332741.752986,-51.38777337,-5.30198446,436364.9437,6391360.4927217085,-52.815493886479786,-36.905166504452325,51284.03502280498,1.3765286005275528e-05
1371332741.753877,-51.38776577,-5.30189796,436364.93912999996,6391360.496084718,-52.81550322998558,-36.90517251631212,51281.816997139904,1.3519056345163407e-05
1371332741.75486,-51.38775747,-5.30180365,436364.93415,6391360.499756226,-52.81551342290845,-36.905179120666446,51279.39732572911,1.3150205543084104e-05
1371332741.755816,-51.38774918,-5.30170922,436364.92916999996,6391360.5034244815,-52.81552361583863,-36.90518561221626,51276.977646986736,1.3126291050149547e-05
1371332741.756872,-51.38773984,-5.30160291,436364.92356,6391360.507554632,-52.81553508289477,-36.90519283374164,51274.25549952665,1.3102427870540579e-05
1371332741.757779,-51.38773224,-5.30151648,436364.91899,6391360.510917951,-52.81554442642901,-36.905198912460435,51272.03744662731,1.3321376426446878e-05
1371332741.758879,-51.3877229,-5.30141035,436364.91339,6391360.515048529,-52.815555893502896,-36.90520631782829,51269.31528229342,1.4274477880191059e-05
1371332741.759729,-51.3877153,-5.30132368,436364.90882,6391360.518410879,-52.815565237051196,-36.90521215840346,51267.097215610986,1.3604488872727499e-05
1371332741.760746,-51.38770665,-5.30122541,436364.90363,6391360.522236115,-52.815575854728294,-36.905219008887116,51264.57667774406,1.415805314232294e-05
1371332741.761715,-51.38769836,-5.30113104,436364.89863999997,6391360.525904706,-52.81558604770618,-36.905225554770766,51262.15695387007,1.3275049552025134e-05
1371332741.762683,-51.38769006,-5.30103666,436364.89366,6391360.5295754885,-52.815596240691434,-36.905232096477164,51259.73722267342,1.3485717323782332e-05
1371332741.763623,-51.38768211,-5.30094627,436364.88889,6391360.533092723,-52.8156060089769,-36.90523841714867,51257.41830662502,1.3544776317775014e-05
1371332741.764623,-51.38767346,-5.30084793,436364.88369,6391360.536917671,-52.81561662668579,-36.90524519661517,51254.89773811633,1.2903009370087959e-05
1371332741.765593,-51.38766517,-5.30075356,436364.87871,6391360.540586005,-52.81562681969489,-36.9052517466896,51252.47798474754,1.3270777317062507e-05
1371332741.766585,-51.38765652,-5.30065518,436364.87352,6391360.544410486,-52.81563743742016,-36.90525849273865,51249.957400580766,1.264152767196875e-05
1371332741.768273,-51.387642,-5.30049,436364.86480000004,6391360.550833298,-52.81565527521781,-36.905269915689246,51245.722801165415,1.3964275934615467e-05
1371332741.768509,-51.38763993,-5.30046638,436364.86355,6391360.551749625,-52.81565782347656,-36.90527152605159,51245.11785654733,1.2673027385212478e-05
1371332741.769591,-51.38763059,-5.30036017,436364.85795,6391360.555879466,-52.81566929064736,-36.90527885625227,51242.39560002465,1.449586896247048e-05
1371332741.770591,-51.38762229,-5.30026593,436364.85296,6391360.559550855,-52.815679483695924,-36.90528553168224,51239.9758087015,1.519865374193229e-05
1371332741.771453,-51.38761469,-5.30017931,436364.84839,6391360.562913155,-52.81568882733052,-36.90529142242934,51237.757660152034,1.3553397279289861e-05
1371332741.7725,-51.3876057,-5.30007706,436364.84299,6391360.566889269,-52.81569986981596,-36.905298502349126,51235.13620393757,1.4125768663652434e-05
1371332741.773498,-51.38759705,-5.29997871,436364.8378,6391360.570713921,-52.81571048759958,-36.90530527349091,51232.61556472207,1.425143691350841e-05
1371332741.774543,-51.38758806,-5.29987646,436364.8324,6391360.574690348,-52.815721530102834,-36.90531234506051,51229.99409154494,1.4913350124492368e-05
1371332741.77538,-51.3875808,-5.29979384,436364.82804,6391360.577901481,-52.815730449054605,-36.90531802731033,51227.87674149215,1.4727836013704505e-05
1371332741.776311,-51.38757285,-5.29970341,436364.82327,6391360.581418221,-52.81574021743691,-36.90532431041402,51225.557732621724,1.3619616278380075e-05
1371332741.777266,-51.3875649,-5.29961308,436364.81849,6391360.584935287,-52.8157499858268,-36.90533069379552,51223.23871694941,1.4499663235616102e-05
1371332741.778337,-51.38755556,-5.29950683,436364.81288,6391360.589065039,-52.81576145307579,-36.905337978067166,51220.51638557657,1.4047715741041238e-05
1371332741.779293,-51.38754726,-5.2994124,436364.8079,6391360.592735307,-52.81577164619426,-36.90534446969059,51218.09652765139,1.496725025369025e-05
1371332741.780233,-51.38753931,-5.29932201,436364.80312,6391360.596252215,-52.815781414606846,-36.90535079041018,51215.77749022084,1.3317839633072865e-05
1371332741.781173,-51.38753101,-5.29922752,436364.79814,6391360.599922526,-52.81579160774003,-36.9053572151883,51213.35761791085,1.4253941282501258e-05
1371332741.78216,-51.38752271,-5.29913322,436364.79315000004,6391360.603593221,-52.81580180088154,-36.90536383634088,51210.93773820855,1.3598659059368738e-05
1371332741.783119,-51.38751441,-5.29903881,436364.78817,6391360.607263803,-52.81581199403063,-36.90537034051209,51208.51785112647,1.2793354554702276e-05
1371332741.784121,-51.38750577,-5.29894047,436364.78297999996,6391360.611085476,-52.815822611902504,-36.90537712839944,51205.997127596034,1.3805507399261109e-05
1371332741.785085,-51.38749747,-5.29884608,436364.77799,6391360.614756051,-52.815832805067075,-36.90538365346481,51203.57722552493,1.3569698519182171e-05
1371332741.786053,-51.38748917,-5.2987517,436364.77301,6391360.618426354,-52.81584299823975,-36.90539019524607,51201.15731605149,1.4303057963870811e-05
1371332741.787031,-51.38748087,-5.29865737,436364.76803,6391360.622097166,-52.81585319142013,-36.905396778811394,51198.73739922674,1.4207704744267094e-05
1371332741.788138,-51.38747119,-5.29854717,436364.76220999996,6391360.626378127,-52.81586508347321,-36.905404317585806,51195.91415365382,1.3904490209419836e-05
1371332741.789029,-51.38746358,-5.29846067,436364.75763999997,6391360.62974297,-52.81587442723696,-36.90541032954479,51193.695882220505,1.3310352813520969e-05
1371332741.78993,-51.38745597,-5.29837422,436364.75307,6391360.633108327,-52.81588377100726,-36.90541638329074,51191.47760459618,1.351535761571593e-05
1371332741.790983,-51.38744698,-5.298272,436364.74767,6391360.637084347,-52.81589481365288,-36.90542348834157,51188.85599583453,1.4085327613618025e-05
1371332741.791921,-51.38743868,-5.2981775,436364.74269000004,6391360.640754334,-52.81590500687235,-36.905429904799405,51186.43604156877,1.4556355417130281e-05
1371332741.792848,-51.38743073,-5.29808705,436364.73790999997,6391360.6442705365,-52.815914775381714,-36.90543617124001,51184.11691183943,1.4637474899643157e-05
1371332741.793828,-51.38742243,-5.29799272,436364.73293,6391360.64794085,-52.815924968616564,-36.90544276318383,51181.69694316413,1.5888644822638706e-05
1371332741.794798,-51.38741413,-5.29789836,436364.72794,6391360.651611542,-52.815935161858796,-36.905449313347845,51179.27696716077,1.61946944162163e-05
1371332741.795799,-51.38740548,-5.29780002,436364.72275,6391360.655435644,-52.8159457798279,-36.90545609709625,51176.7561509638,1.5269986358806276e-05
1371332741.796891,-51.38739614,-5.29769386,436364.71713999996,6391360.6595653845,-52.81595724724432,-36.905463469174094,51174.03366045788,1.4737775104314184e-05
1371332741.797735,-51.38738888,-5.29761127,436364.71278,6391360.662776254,-52.81596616635219,-36.90546918072869,51171.91616146239,1.3690527050725397e-05
1371332741.798731,-51.38738023,-5.29751291,436364.70759,6391360.66660026,-52.81597678434545,-36.90547594359532,51169.39532197822,1.3814908371079289e-05
1371332741.799701,-51.38737193,-5.29741854,436364.70259999996,6391360.670270386,-52.81598697762758,-36.9054824937765,51166.97530847553,1.3861716951832133e-05
1371332741.80063,-51.38736398,-5.2973281,436364.69783,6391360.673786542,-52.815996746196255,-36.905488768597365,51164.6561220258,1.3648095491205635e-05
1371332741.801606,-51.38735568,-5.29723376,436364.69284,6391360.677456949,-52.816006939493214,-36.90549534385275,51162.23609415287,1.367289024970269e-05
1371332741.802586,-51.38734703,-5.29713534,436364.68765000004,6391360.681280953,-52.8160175575192,-36.90550203988266,51159.71522390306,1.4184189043349488e-05
1371332741.803552,-51.38733873,-5.29704095,436364.68266000005,6391360.684950789,-52.81602775083125,-36.90550857336285,51157.29518107313,1.488269069538399e-05
1371332741.804603,-51.38732974,-5.29693872,436364.67726,6391360.688926402,-52.816038793595744,-36.90551567010442,51154.67345956258,1.420353966959477e-05
1371332741.805555,-51.38732144,-5.29684428,436364.67228,6391360.692596383,-52.81604898692414,-36.90552214509722,51152.25340135287,1.4239094205904178e-05
1371332741.806534,-51.38731314,-5.29674995,436364.66729,6391360.696266617,-52.81605918026074,-36.905528732900564,51149.833335735915,1.3904042669716074e-05
1371332741.807467,-51.38730518,-5.29665953,436364.66252,6391360.699785344,-52.816068948882176,-36.905535024456526,51147.51409928519,1.4883904605308896e-05
1371332741.808481,-51.38729653,-5.29656125,436364.65732,6391360.703609632,-52.81607956695705,-36.90554186256156,51144.993182424034,1.4635304278029013e-05
1371332741.809547,-51.38728719,-5.29645498,436364.65170999995,6391360.70773863,-52.8160910344868,-36.90554912605006,51142.27058328369,1.4453848342410948e-05
1371332741.81044,-51.38727958,-5.29636849,436364.64714,6391360.711103175,-52.816100378407626,-36.905555146429265,51140.05216223739,1.5337137410797316e-05
1371332741.811373,-51.38727163,-5.29627807,436364.64237,6391360.714619331,-52.81611014705865,-36.90556143799358,51137.732897319955,1.526318942533984e-05
1371332741.812353,-51.38726333,-5.29618375,436364.63738,6391360.71828973,-52.81612034044194,-36.90556802999538,51135.31278748739,1.4676583568680868e-05
1371332741.813311,-51.38725503,-5.29608933,436364.6324,6391360.721959407,-52.81613053383216,-36.905574530082276,51132.89267038507,1.6160964681021904e-05
1371332741.814305,-51.38724638,-5.29599096,436364.6272,6391360.725782973,-52.816141151955875,-36.90558128464255,51130.3717071439,1.5079904360094111e-05
1371332741.815271,-51.38723808,-5.29589658,436364.62222,6391360.729453033,-52.81615134536164,-36.905587818159404,51127.95157504579,1.5000705134080832e-05
1371332741.816213,-51.38723012,-5.2958062,436364.61744,6391360.732971836,-52.81616111405012,-36.90559414734247,51125.63227478968,1.537007351257896e-05
1371332741.817192,-51.38722147,-5.29570777,436364.61225,6391360.73679524,-52.8161717321975,-36.90560083924129,51123.11128859696,1.4281184038695703e-05
1371332741.818226,-51.38721282,-5.29560957,436364.60705,6391360.740619451,-52.81618235035401,-36.905607760940256,51120.59029436336,1.485340888097866e-05
1371332741.819186,-51.38720452,-5.29551516,436364.60206999996,6391360.744289112,-52.81619254379131,-36.905614269401156,51118.17013246527,1.258649864264308e-05
1371332741.820151,-51.38719622,-5.29542077,436364.59708000004,6391360.747958789,-52.816202737236345,-36.90562079875315,51115.74996319949,1.4817265193864802e-05
1371332741.821147,-51.38718757,-5.29532241,436364.59189,6391360.751782314,-52.81621335541707,-36.90562756169453,51113.22894564063,1.3320234851993987e-05
1371332741.822108,-51.38717927,-5.29522801,436364.5869,6391360.755452203,-52.81622354887784,-36.9056340743399,51110.80876135253,1.531930316881881e-05
1371332741.823109,-51.38717062,-5.29512967,436364.58171,6391360.759275717,-52.8162341670747,-36.90564085817738,51108.2877281824,1.6278768547902696e-05
1371332741.824043,-51.38716266,-5.29503926,436364.57693,6391360.762794405,-52.81624393582331,-36.90564715396005,51105.96837060348,1.3936515394466373e-05
1371332741.82508,-51.38715367,-5.29493697,436364.57152999996,6391360.766769283,-52.81625497876496,-36.90565419227869,51103.34647998641,1.4358561577785241e-05
1371332741.826026,-51.38714571,-5.2948466,436364.56675,6391360.7702876385,-52.81626474752845,-36.9056605382022,51101.027108042676,1.6238902466809713e-05
1371332741.826992,-51.38713741,-5.29475222,436364.56177000003,6391360.77395746,-52.816274941028226,-36.90566707175577,51098.60688663504,1.4637542349723702e-05
1371332741.828082,-51.38712807,-5.29464605,436364.55616,6391360.7780863745,-52.816286408725446,-36.90567443558621,51095.88412865301,1.4906160915822851e-05
1371332741.828905,-51.3871208,-5.29456338,436364.5518,6391360.781299226,-52.81629532805151,-36.905680059487,51093.76642164455,1.5526103149976367e-05
1371332741.829915,-51.38711216,-5.29446508,436364.5466,6391360.785120346,-52.816305946304816,-36.90568688094743,51091.24533450719,1.6087467289459782e-05
1371332741.830924,-51.38710351,-5.29436677,436364.54141,6391360.788943655,-52.81631656456681,-36.90569369823584,51088.724239342104,1.5703496938425738e-05
1371332741.831868,-51.3870952,-5.2942723,436364.53641999996,6391360.792615634,-52.81632675810605,-36.90570013988554,51086.30398046362,1.472803577440957e-05
1371332741.832888,-51.38708655,-5.29417404,436364.53123,6391360.796439251,-52.816337376384546,-36.905707003138446,51083.78286964485,1.499984668752365e-05
1371332741.83382,-51.3870786,-5.29408362,436364.52645,6391360.799955146,-52.81634714520814,-36.905713290594804,51081.46344062934,1.4404977132297717e-05
1371332741.834762,-51.38707064,-5.29399324,436364.52167,6391360.8034735825,-52.81635691403919,-36.90571961983352,51079.144004813454,1.4260290111572109e-05
1371332741.83583,-51.3870613,-5.29388698,436364.51606000005,6391360.807602079,-52.81636838180556,-36.90572689177333,51076.421180316385,1.580121183535662e-05
1371332741.836769,-51.38705334,-5.29379658,436364.51128,6391360.8111200845,-52.8163781506514,-36.90573320848375,51074.101729884715,1.5438468508436904e-05
1371332741.837711,-51.38704504,-5.2937021,436364.5063,6391360.81478934,-52.81638834423737,-36.90573964179606,51071.68142652656,1.5315700711731763e-05
1371332741.83868,-51.38703673,-5.29360773,436364.50130999996,6391360.818461342,-52.816398537830906,-36.90574618791885,51069.26111584047,1.5889147778789815e-05
1371332741.83965,-51.38702843,-5.29351336,436364.49633,6391360.82213065,-52.81640873143278,-36.90575273822503,51066.8407977211,1.5692810505691694e-05
1371332741.84063,-51.38702012,-5.29341904,436364.49133999995,6391360.825802965,-52.81641892504214,-36.90575933031363,51064.42047227983,1.5248703461419187e-05
1371332741.841607,-51.38701147,-5.2933206,436364.48615,6391360.829625741,-52.81642954339282,-36.90576601393798,51061.89929216264,1.6695894960769656e-05
1371332741.842609,-51.38700282,-5.29322227,436364.48095,6391360.833449124,-52.816440161752105,-36.90577280201438,51059.37810404006,1.3756908964243509e-05
1371332741.843546,-51.38699487,-5.29313187,436364.47617,6391360.83696486,-52.81644993065046,-36.90577911038969,51057.058603876314,1.6722049059569216e-05
1371332741.844527,-51.38698656,-5.29303755,436364.47119,6391360.840636914,-52.816460124291034,-36.90578570666912,51054.638248685485,1.4991240902949808e-05
1371332741.84547,-51.38697826,-5.29294307,436364.46619999997,6391360.844305831,-52.81647031793911,-36.905792144185966,51052.21788613125,1.6015665070003513e-05
1371332741.846499,-51.38696961,-5.29284485,436364.46101,6391360.848129404,-52.816480936331075,-36.9057990450857,51049.69666729606,1.717851357915815e-05
1371332741.847555,-51.38696061,-5.29274264,436364.4556,6391360.852106589,-52.816491979467855,-36.905806162862575,51047.07459119398,1.5312240448756146e-05
1371332741.848435,-51.386953,-5.2926561,436364.45103,6391360.855470426,-52.81650132366687,-36.90581212903544,51044.855904748154,1.5654002045220722e-05
1371332741.849396,-51.38694469,-5.2925617,436364.44605,6391360.859142249,-52.816511517346015,-36.90581864176619,51042.43551247221,1.480089340964415e-05
1371332741.851074,-51.38693016,-5.29239648,436364.43731999997,6391360.865564516,-52.81652935630393,-36.90583002338917,51038.19980816299,1.4254236353754439e-05
1371332741.851627,-51.38692532,-5.29234138,436364.43441,6391360.867704322,-52.81653530262805,-36.90583379080431,51036.78790177011,1.3601331522555431e-05
1371332741.852353,-51.38691909,-5.2922706,436364.43067,6391360.870457507,-52.81654294790627,-36.90583869729733,51034.97258981687,1.5921492419758393e-05
1371332741.853318,-51.38691078,-5.29217621,436364.42568,6391360.874128995,-52.81655314161699,-36.90584522675482,51032.552167474256,1.3759956879291835e-05
1371332741.854321,-51.38690213,-5.29207789,436364.42049,6391360.8779524155,-52.81656376007451,-36.905852019049746,51030.030886299144,1.4894523302688442e-05
1371332741.855265,-51.38689417,-5.29198751,436364.41571000003,6391360.881470087,-52.81657352906237,-36.905858356703675,51027.71130063281,1.5200952632498097e-05
1371332741.856299,-51.38688517,-5.29188521,436364.41031,6391360.88544684,-52.81658457227442,-36.90586538259396,51025.0891521674,1.508121097954071e-05
1371332741.857204,-51.38687756,-5.29179878,436364.40574,6391360.888811142,-52.816593916538615,-36.90587145324406,51022.87040434013,1.542364433541434e-05
1371332741.858181,-51.38686891,-5.29170034,436364.40054,6391360.892633563,-52.81660453502729,-36.90587813692082,51020.349092596,1.5367044938342595e-05
1371332741.85914,-51.38686095,-5.29161003,436364.39576,6391360.896151724,-52.81661430404545,-36.905884537262295,51018.02947864011,1.4591317563231477e-05
1371332741.86016,-51.38685195,-5.29150768,436364.39036,6391360.900128579,-52.8166253472912,-36.90589150466866,51015.407298227285,1.5095679474492212e-05
1371332741.861138,-51.38684365,-5.29141334,436364.38537,6391360.903797405,-52.81663554106479,-36.905898088467495,51012.98681633878,1.547078600448375e-05
1371332741.862107,-51.38683534,-5.29131897,436364.38039,6391360.907468925,-52.816645734845764,-36.90590463466356,51010.5663271272,1.6578834935432403e-05
1371332741.863026,-51.38682738,-5.2912285,436364.37561000005,6391360.9109867485,-52.81665550389338,-36.9059108678922,51008.24668468016,1.627987446546514e-05
1371332741.86401,-51.38681907,-5.29113419,436364.37062,6391360.914658328,-52.81666569768957,-36.90591747676507,51005.82618104594,1.6677385722599097e-05
1371332741.864976,-51.38681077,-5.29103981,436364.36563,6391360.91832737,-52.816675891493965,-36.90592401043932,51003.405669984226,1.5410783599302558e-05
1371332741.866004,-51.38680177,-5.29093749,436364.36023,6391360.922304054,-52.81668693479007,-36.905931011292466,51000.78344142888,1.4776241483792136e-05
1371332741.866985,-51.38679346,-5.29084317,436364.35524,6391360.925975645,-52.816697128610116,-36.90593760764045,50998.362915087826,1.4771462143872936e-05
1371332741.867948,-51.38678516,-5.29074877,436364.35024999996,6391360.9296442345,-52.81670732243837,-36.905944128788235,50995.9423813206,1.4990113156151667e-05
1371332741.868881,-51.38677685,-5.29065426,436364.34527,6391360.933315566,-52.81671751627353,-36.90595052459548,50993.52184026191,1.4224144387093191e-05
1371332741.869876,-51.38676854,-5.29056,436364.34028,6391360.936987379,-52.81672771011744,-36.905957179448194,50991.10129176843,1.6367706763067966e-05
1371332741.870896,-51.38675955,-5.29045764,436364.33488,6391360.940961031,-52.81673875345605,-36.90596414689247,50988.47902267111,1.6288051121183276e-05
1371332741.871932,-51.38675089,-5.29035945,436364.32968,6391360.944786695,-52.81674937206013,-36.90597107712216,50985.957601883936,1.6627370793433794e-05
1371332741.872805,-51.38674328,-5.29027288,436364.32511,6391360.948149933,-52.81675871643801,-36.90597701411633,50983.73874503634,1.5206509362716696e-05
1371332741.873761,-51.38673497,-5.29017846,436364.32012,6391360.951821223,-52.81676891031292,-36.905983506037046,50981.318166787365,1.596928722524823e-05
1371332741.874745,-51.38672666,-5.29008415,436364.31513,6391360.955492582,-52.8167791041951,-36.9059901149451,50978.89758125813,1.5437907392562823e-05
1371332741.875721,-51.38671801,-5.28998571,436364.30994,6391360.959314808,-52.816789722830634,-36.905996794500595,50976.37613011304,1.567824256080151e-05
1371332741.876762,-51.38670936,-5.28988754,436364.30474000005,6391360.963137904,-52.816800341474696,-36.906003745635644,50973.854671021894,1.5178495362518213e-05
1371332741.877694,-51.38670105,-5.28979302,436364.29975999997,6391360.966808768,-52.816810535380355,-36.9060101372919,50971.434062793625,1.6703426020979523e-05
1371332741.878644,-51.38669309,-5.28970267,436364.29498,6391360.970326302,-52.8168203045482,-36.906016500087844,50969.114306251984,1.6526213916148396e-05
1371332741.879638,-51.38668444,-5.28960431,436364.28978,6391360.974148937,-52.816830923216386,-36.906023254864294,50966.59282411972,1.578820987489148e-05
1371332741.880676,-51.38667544,-5.28950203,436364.28438,6391360.978125357,-52.816841966640176,-36.906030297546806,50963.97047423845,1.5941010927546135e-05
1371332741.881564,-51.38666782,-5.28941552,436364.2798,6391360.981491026,-52.816851311082914,-36.906036297240405,50961.751556035866,1.5288654639472635e-05
