GPSTime,ISSLat(deg),ISSLon(deg),ISSAlt(m),RadiusLocalCurv(m),VectorPerigeeLat(deg),VectorPerigeeLon(deg),VectorPerigeeAlt(m),beta(rad)
1371332732.390146,-51.46433143,-6.21882216,436411.57975,6391325.01683388,-52.71701713726925,-36.84197315412774,74399.59392492891,5.36196399712898e-06
1371332732.391087,-51.46432393,-6.21872734,436411.57512,6391325.020482316,-52.717027256756914,-36.84197955424054,74397.24579417364,4.744210041403582e-06
1371332732.392154,-51.46431582,-6.21862482,436411.57009,6391325.02443172,-52.71703821954294,-36.84198668650413,74394.70197764334,5.464195112028664e-06
1371332732.393185,-51.4643077,-6.21852215,436411.56507,6391325.02838317,-52.71704918233803,-36.84199366836458,74392.1581523675,4.724667420358675e-06
1371332732.394033,-51.46430114,-6.21843929,436411.56102,6391325.031575426,-52.71705803690895,-36.84199937135253,74390.1035180183,5.879283249411376e-06
1371332732.395,-51.46429365,-6.21834458,436411.55637999997,6391325.035221639,-52.71706815642646,-36.84200588010759,74387.75535743247,6.1517896915899204e-06
1371332732.395928,-51.46428646,-6.21825382,436411.55194,6391325.038718978,-52.7170778543041,-36.8420121230634,74385.5050299673,5.285223070379689e-06
1371332732.396874,-51.46427928,-6.21816314,436411.54748999997,6391325.042214197,-52.71708755218838,-36.84201844122521,74383.25469575738,6.3613605960138655e-06
1371332732.397883,-51.46427116,-6.21806037,436411.54247,6391325.046164841,-52.717098515022215,-36.84202533118315,74380.71083147339,6.494071228298494e-06
1371332732.398857,-51.46426367,-6.21796569,436411.53784,6391325.049811113,-52.71710863456917,-36.84203186919348,74378.36264135333,5.389452052409419e-06
1371332732.399924,-51.46425555,-6.21786317,436411.53281,6391325.053762922,-52.717119597419874,-36.84203900148242,74375.81876042063,4.42988564822655e-06
1371332732.400909,-51.46424774,-6.21776442,436411.52798,6391325.05756262,-52.71713013863038,-36.84204568831689,74373.37271288593,5.4489876481550425e-06
1371332732.401728,-51.4642415,-6.21768556,436411.52412,6391325.060601232,-52.717138571605595,-36.842051167308796,74371.41586897986,5.399107174779728e-06
1371332732.402801,-51.46423307,-6.21757895,436411.51889999997,6391325.064703827,-52.71714995612905,-36.84205842753249,74368.77412169549,5.220524499197892e-06
1371332732.403724,-51.46422588,-6.21748817,436411.51446,6391325.06820097,-52.71715965406415,-36.842064649619545,74366.52373697347,3.445968836125249e-06
1371332732.404706,-51.46421839,-6.21739352,436411.50982,6391325.0718470765,-52.71716977365566,-36.842071221076026,74364.17550223564,4.5019168342117395e-06
1371332732.405673,-51.4642109,-6.21729881,436411.50519,6391325.075493061,-52.717179893254816,-36.84207772986156,74361.82726006897,4.663378984813933e-06
1371332732.406651,-51.4642034,-6.21720415,436411.50055000006,6391325.079141961,-52.71719001286146,-36.842084284609655,74359.47901050794,3.6632747152093078e-06
1371332732.407614,-51.46419591,-6.21710942,436411.49591,6391325.082787695,-52.71720013247574,-36.84209077668987,74357.1307535127,5.765842435929122e-06
1371332732.408627,-51.46418779,-6.21700668,436411.49088999996,6391325.08673876,-52.7172110953985,-36.842097683390705,74354.58680021184,4.696127682962054e-06
1371332732.409579,-51.4641806,-6.21691602,436411.48644999997,6391325.090236162,-52.7172207933767,-36.84210402665923,74352.33637270302,5.594186476710202e-06
1371332732.410593,-51.46417279,-6.21681739,436411.48162000004,6391325.094036021,-52.717231334664724,-36.84211083468705,74349.8902481614,5.395389867185078e-06
1371332732.411683,-51.46416405,-6.21670674,436411.47621,6391325.09828959,-52.71724314091719,-36.84211826883046,74347.15057907786,6.027431691009224e-06
1371332732.41251,-51.4641578,-6.2166279,436411.47235,6391325.101330102,-52.717251573960596,-36.842123781271596,74345.19366650685,5.452910002470953e-06
1371332732.41349,-51.46415031,-6.21653325,436411.46771,6391325.104976372,-52.71726169361985,-36.842130344395855,74342.84536457881,5.8522512654893136e-06
1371332732.414505,-51.46414219,-6.21643051,436411.46269,6391325.10892695,-52.717272656592094,-36.84213725947319,74340.30136249115,4.704189719079902e-06
1371332732.415524,-51.46413438,-6.21633191,436411.45785999997,6391325.11272719,-52.71728319792005,-36.84214408840961,74337.85519845822,5.161021858128963e-06
1371332732.416371,-51.46412782,-6.21624904,436411.4538,6391325.115918745,-52.71729205264168,-36.842149787281414,74335.80041446377,5.360354897875108e-06
1371332732.417383,-51.46412001,-6.21615041,436411.44896999997,6391325.119718803,-52.7173025939841,-36.842156586973374,74333.35423571449,4.965211539335013e-06
1371332732.418346,-51.46411252,-6.21605568,436411.44432999997,6391325.123364309,-52.71731271368061,-36.84216307908599,74331.00589653337,3.860764665001068e-06
1371332732.419308,-51.46410502,-6.21596095,436411.43969,6391325.127012557,-52.71732283338456,-36.842169567022836,74328.65754994648,3.786238744657852e-06
1371332732.420319,-51.46409721,-6.21586231,436411.43486,6391325.13081227,-52.71733337475048,-36.84217636254874,74326.21134777421,3.6023681113758315e-06
1371332732.421274,-51.46408972,-6.21576755,436411.43023,6391325.134457748,-52.71734349446955,-36.84218282124459,74323.86298609739,4.625880110897992e-06
1371332732.422277,-51.46408191,-6.21566888,436411.4254,6391325.138257458,-52.71735403585125,-36.84218958335117,74321.41676819975,3.80841985594618e-06
1371332732.42329,-51.4640741,-6.21557025,436411.42057,6391325.14205721,-52.71736457724129,-36.84219638724039,74318.97054225409,4.450833148504881e-06
1371332732.424204,-51.46406691,-6.21547943,436411.41612,6391325.145553691,-52.71737427532745,-36.84220257178583,74316.72000725091,4.0045317605246365e-06
1371332732.425206,-51.46405911,-6.21538076,436411.41129,6391325.149350922,-52.71738481673263,-36.84220932972295,74314.27376593687,3.988804939799885e-06
1371332732.42616,-51.46405192,-6.21529011,436411.40684999997,6391325.15284809,-52.717394514832975,-36.84221568139674,74312.02321680545,5.252672764348723e-06
1371332732.427126,-51.46404442,-6.2151954,436411.40221000003,6391325.15649638,-52.71740463459663,-36.84222218606658,74309.67481051406,5.167009472800255e-06
1371332732.42819,-51.46403599,-6.21508875,436411.39699000004,6391325.160598121,-52.71741601933981,-36.84222940877561,74307.0328445621,5.410413609651229e-06
1371332732.429141,-51.46402881,-6.21499809,436411.39255,6391325.164092711,-52.71742571746206,-36.84223574792543,74304.78227358703,5.131693477090809e-06
1371332732.430139,-51.464021,-6.2148994,436411.38772,6391325.167892211,-52.7174362589068,-36.8422424891653,74302.33599309437,5.157515920944012e-06
1371332732.431091,-51.4640135,-6.21480463,436411.38308,6391325.171540139,-52.71744637870101,-36.84224893535492,74299.98755630445,5.721556810412397e-06
1371332732.431997,-51.46400663,-6.21471789,436411.37883,6391325.174882947,-52.717455655186285,-36.84225498363662,74297.83481602556,5.3552317115366465e-06
1371332732.433051,-51.46399819,-6.2146112,436411.37361,6391325.17898709,-52.71746703997124,-36.84226216458103,74295.19280817853,5.247001646375e-06
1371332732.434026,-51.4639907,-6.21451653,436411.36898,6391325.182632889,-52.717477159788444,-36.84226870687593,74292.84434887767,5.367371985146192e-06
1371332732.435084,-51.46398257,-6.21441397,436411.36395,6391325.186586228,-52.717488122931826,-36.842275801678966,74290.30017632798,4.984440507275185e-06
1371332732.43594,-51.46397601,-6.21433115,436411.35989,6391325.18977812,-52.71749697778503,-36.84228153820641,74288.24526136312,4.954777912669917e-06
1371332732.436882,-51.46396852,-6.21423633,436411.35526,6391325.193422815,-52.71750709762367,-36.84228794263407,74285.896780234,4.398197688472039e-06
1371332732.437852,-51.46396102,-6.21414164,436411.35062,6391325.197071084,-52.71751721747052,-36.842294464052486,74283.54829162789,4.046832977177785e-06
1371332732.438876,-51.46395321,-6.21404305,436411.34579,6391325.20087038,-52.71752775898533,-36.84230131395202,74281.10194151502,4.347302836573172e-06
1371332732.439831,-51.46394571,-6.2139483,436411.34115,6391325.204518508,-52.71753787884667,-36.8423077727021,74278.75343789293,3.933251575046007e-06
1371332732.440778,-51.46393821,-6.2138535,436411.33651,6391325.20816574,-52.71754799871565,-36.84231419803291,74276.4049268408,3.931473122368579e-06
1371332732.441781,-51.4639304,-6.21375483,436411.33168,6391325.2119650105,-52.717558540253826,-36.84232096020094,74273.95855331086,4.451491224035532e-06
1371332732.442729,-51.46392322,-6.21366416,436411.32724,6391325.215459395,-52.71756823847589,-36.84232728685248,74271.70788262594,5.738338476765743e-06
1371332732.443722,-51.46391541,-6.21356545,436411.32241,6391325.219258558,-52.717578780029804,-36.84233400724543,74269.2614936475,4.540581166485468e-06
1371332732.444799,-51.46390697,-6.21345885,436411.31719,6391325.22336248,-52.71759016491648,-36.84234128432615,74266.61938462632,5.520927343321007e-06
1371332732.445696,-51.4639001,-6.21337208,436411.31294000003,6391325.226705234,-52.71759944149776,-36.84234729504146,74264.46654814573,6.306299314805241e-06
1371332732.44674,-51.46389197,-6.21326947,436411.30791000003,6391325.2306584865,-52.71761040473854,-36.842354331390425,74261.92227879938,5.821641724758548e-06
1371332732.447535,-51.46388572,-6.2131905,436411.30405000004,6391325.233698067,-52.71761883800678,-36.842359710220876,74259.96514259661,5.794947458755124e-06
1371332732.448656,-51.46387698,-6.21307998,436411.29864,6391325.237951197,-52.71763064459043,-36.84236727401287,74257.22514336294,5.98740247292661e-06
1371332732.449704,-51.46386885,-6.21297738,436411.29361,6391325.241904131,-52.717641607856024,-36.84237432708272,74254.68084932158,5.9514153637670275e-06
1371332732.450617,-51.46386198,-6.21289068,436411.28936,6391325.24524717,-52.71765088447206,-36.84238040466113,74252.5279783932,4.445627089791822e-06
1371332732.451513,-51.46385479,-6.21279979,436411.28491,6391325.248743064,-52.717660582759315,-36.84238651407884,74250.27724298327,5.079371637003003e-06
1371332732.45253,-51.46384698,-6.21270117,436411.28008,6391325.252541917,-52.71767112438331,-36.84239333477268,74247.83078383013,4.693610245820049e-06
1371332732.453579,-51.46383886,-6.21259858,436411.27505999996,6391325.256492457,-52.71768208768104,-36.84240039203212,74245.28645776087,3.5757435579670286e-06
1371332732.454491,-51.46383167,-6.21250776,436411.27060999995,6391325.259988671,-52.717691785989764,-36.84240656830775,74243.03570057846,4.331202473233329e-06
1371332732.455429,-51.46382448,-6.21241704,436411.26616999996,6391325.263484857,-52.717701484305735,-36.842412853216615,74240.7849365749,4.015736581634079e-06
1371332732.456451,-51.46381667,-6.21231845,436411.26134,6391325.267284112,-52.71771202596133,-36.84241969481428,74238.33844625804,3.8086473980917464e-06
1371332732.457382,-51.46380948,-6.21222771,436411.25689,6391325.270780581,-52.71772172429152,-36.84242595048187,74236.08766808323,4.719187957286014e-06
1371332732.458448,-51.46380105,-6.21212107,436411.25167,6391325.274881696,-52.71773310929602,-36.84243318164903,74233.44544160983,4.307113111274266e-06
1371332732.459352,-51.46379417,-6.21203433,436411.24741999997,6391325.278226907,-52.71774238597375,-36.8424392216491,74231.29250938889,5.074730150426168e-06
1371332732.460256,-51.46378699,-6.21194347,436411.24298,6391325.2817199975,-52.71775208432545,-36.84244536451763,74229.04170991428,4.16219075709861e-06
1371332732.461272,-51.46377917,-6.21184486,436411.23814000003,6391325.285521878,-52.71776262601933,-36.84245218106037,74226.59518114466,5.803884726208316e-06
1371332732.46223,-51.46377167,-6.21175011,436411.23351,6391325.289168998,-52.71777274605291,-36.842458652413825,74224.24650597831,4.3166460988126015e-06
1371332732.463228,-51.46376386,-6.21165142,436411.22867000004,6391325.29296776,-52.717783287763034,-36.84246539375948,74221.79996141128,6.130494346222365e-06
1371332732.464189,-51.46375636,-6.21155669,436411.22404,6391325.296615223,-52.717793407812124,-36.842471877653225,74219.45127111056,6.60852029471883e-06
1371332732.465155,-51.46374886,-6.21146198,436411.2194,6391325.300262702,-52.717803527868654,-36.842478382442835,74217.1025734191,5.295620103152855e-06
1371332732.466165,-51.46374105,-6.21136333,436411.21457,6391325.30406111,-52.71781406960151,-36.842485173930925,74214.65600554115,5.858224418476617e-06
1371332732.467159,-51.46373355,-6.21126874,436411.20993,6391325.3077091,-52.71782418967362,-36.84249179571265,74212.30729272812,4.889633130484941e-06
1371332732.468034,-51.46372667,-6.21118188,436411.20567,6391325.311053764,-52.71783346641218,-36.84249771457036,74210.15429955027,6.129011778463141e-06
1371332732.469062,-51.46371855,-6.2110792,436411.20065,6391325.315003529,-52.717844429838465,-36.84250468414115,74207.60984506458,5.184861191021049e-06
1371332732.470047,-51.46371105,-6.21098457,436411.19601,6391325.3186512105,-52.71785454993284,-36.84251126832913,74205.26111007055,4.418745585600056e-06
1371332732.471013,-51.46370355,-6.21088985,436411.19136999996,6391325.322298105,-52.71786467003419,-36.842517773134716,74202.9123677265,4.6355884705264e-06
1371332732.47196,-51.46369605,-6.21079506,436411.18673,6391325.325945127,-52.71787479014259,-36.842524198556305,74200.56361801836,3.792604112917748e-06
1371332732.472964,-51.46368823,-6.2106964,436411.18189999997,6391325.329746574,-52.71788533193044,-36.842530965002425,74198.1169958488,4.228931868132361e-06
1371332732.473919,-51.46368105,-6.21060576,436411.17745,6391325.333240458,-52.717895030382564,-36.84253732099114,74195.86609637068,3.9741777368920635e-06
1371332732.475026,-51.46367229,-6.21049518,436411.17204,6391325.337497829,-52.717906837202435,-36.84254482638204,74193.1258617862,5.250175916261853e-06
1371332732.475929,-51.46366542,-6.21040843,436411.16779,6391325.340839845,-52.71791611399728,-36.84255086225107,74190.97281320687,4.267918838450373e-06
1371332732.476928,-51.46365761,-6.21030974,436411.16296,6391325.344638125,-52.71792665581643,-36.84255760781491,74188.52615962722,5.233195206014611e-06
1371332732.477942,-51.46364979,-6.21021112,436411.15812,6391325.348439531,-52.71793719764398,-36.842564416056064,74186.0794979984,4.977147670096526e-06
1371332732.478951,-51.46364167,-6.21010836,436411.1531,6391325.352388758,-52.71794816115258,-36.8425713062756,74183.53496142552,5.664019465700512e-06
1371332732.479747,-51.46363573,-6.21003351,436411.14943000005,6391325.355277122,-52.71795617295371,-36.84257658650057,74181.67548684614,7.158209954233983e-06
1371332732.480735,-51.46362791,-6.20993478,436411.14459,6391325.359078017,-52.71796671480341,-36.842583286119975,74179.22880279107,7.1014885687291045e-06
1371332732.481724,-51.46362041,-6.20984016,436411.13995,6391325.362725199,-52.717976834987184,-36.842589887052554,74176.87997852183,6.0568006361857555e-06
1371332732.482683,-51.46361291,-6.20974542,436411.13532,6391325.366372165,-52.71798695517758,-36.842596362644656,74174.53114693785,6.351519957428818e-06
1371332732.483607,-51.46360572,-6.20965465,436411.13087,6391325.369867955,-52.717996653701235,-36.84260258914122,74172.28017628854,4.697642773247625e-06
1371332732.484653,-51.46359759,-6.20955205,436411.12584,6391325.373820433,-52.718007617257676,-36.84260963396957,74169.73559262247,6.645689719051022e-06
1371332732.485632,-51.46358978,-6.20945328,436411.12101,6391325.377618386,-52.71801815914714,-36.84261629600206,74167.28886936116,5.160760500590214e-06
1371332732.486664,-51.46358197,-6.20935473,436411.11618,6391325.381417039,-52.71802870104442,-36.842623179475595,74164.84213815127,5.217587627792596e-06
1371332732.487577,-51.46357478,-6.20926391,436411.11173,6391325.3849124,-52.718038399596786,-36.842629360022215,74162.59113835928,5.442243753953462e-06
1371332732.488629,-51.46356665,-6.20916133,436411.10671,6391325.388864642,-52.7180493631864,-36.842636429933634,74160.04652167238,4.55495744561199e-06
1371332732.489586,-51.46355915,-6.20906658,436411.10207,6391325.392511353,-52.71805948343061,-36.842642897191126,74157.6976370375,4.299253697870056e-06
1371332732.490486,-51.46355227,-6.20897982,436411.09781,6391325.395855745,-52.7180687603278,-36.842648920566205,74155.54448628677,4.0795692014944295e-06
1371332732.491445,-51.46354477,-6.20888508,436411.09317,6391325.399502521,-52.71807888058593,-36.842655396184796,74153.19558752724,3.4550225934720913e-06
1371332732.492433,-51.46353695,-6.20878635,436411.08834,6391325.403303155,-52.71808942252989,-36.84266209584115,74150.74881004251,4.095808400542607e-06
